user_id,product_id,view_count,purchase_count,interaction_score
2,149,1.0,0.0,1.0
2,150,1.0,0.0,1.0
2,154,1.0,0.0,1.0
2,155,1.0,0.0,1.0
2,156,0.0,1.0,5.0
2,165,1.0,1.0,6.0
2,169,2.0,0.0,2.0
2,172,1.0,0.0,1.0
2,177,2.0,0.0,2.0
2,196,0.0,3.0,15.0
3,10,1.0,0.0,1.0
3,11,2.0,0.0,2.0
3,18,1.0,0.0,1.0
3,27,1.0,0.0,1.0
3,29,1.0,4.0,21.0
3,36,1.0,3.0,16.0
3,37,0.0,2.0,10.0
3,39,1.0,0.0,1.0
3,44,1.0,0.0,1.0
3,45,1.0,0.0,1.0
3,46,0.0,1.0,5.0
3,47,1.0,0.0,1.0
3,56,1.0,0.0,1.0
3,58,1.0,0.0,1.0
3,59,0.0,3.0,15.0
3,63,1.0,0.0,1.0
3,65,1.0,0.0,1.0
3,68,1.0,0.0,1.0
3,82,1.0,0.0,1.0
3,88,1.0,0.0,1.0
3,96,1.0,0.0,1.0
3,98,2.0,0.0,2.0
3,116,1.0,0.0,1.0
3,126,0.0,2.0,10.0
3,133,2.0,4.0,22.0
3,134,1.0,0.0,1.0
3,137,1.0,0.0,1.0
3,141,1.0,4.0,21.0
3,144,1.0,0.0,1.0
3,150,2.0,0.0,2.0
3,159,1.0,0.0,1.0
3,160,1.0,0.0,1.0
3,191,1.0,0.0,1.0
3,193,1.0,0.0,1.0
3,200,1.0,0.0,1.0
4,1,1.0,0.0,1.0
4,14,1.0,0.0,1.0
4,15,0.0,2.0,10.0
4,16,1.0,0.0,1.0
4,20,1.0,0.0,1.0
4,21,1.0,0.0,1.0
4,22,0.0,3.0,15.0
4,27,1.0,0.0,1.0
4,31,0.0,2.0,10.0
4,36,0.0,4.0,20.0
4,40,1.0,0.0,1.0
4,41,1.0,0.0,1.0
4,44,1.0,0.0,1.0
4,52,1.0,0.0,1.0
4,53,1.0,0.0,1.0
4,56,1.0,0.0,1.0
4,57,1.0,0.0,1.0
4,59,1.0,0.0,1.0
4,61,1.0,0.0,1.0
4,68,1.0,3.0,16.0
4,70,1.0,0.0,1.0
4,73,1.0,0.0,1.0
4,87,1.0,0.0,1.0
4,91,1.0,0.0,1.0
4,101,1.0,0.0,1.0
4,104,1.0,0.0,1.0
4,110,2.0,1.0,7.0
4,114,2.0,0.0,2.0
4,125,1.0,0.0,1.0
4,131,1.0,0.0,1.0
4,132,2.0,0.0,2.0
4,137,1.0,0.0,1.0
4,138,1.0,0.0,1.0
4,139,1.0,0.0,1.0
4,140,1.0,0.0,1.0
4,142,0.0,2.0,10.0
4,148,1.0,0.0,1.0
4,164,1.0,0.0,1.0
4,167,1.0,0.0,1.0
4,170,1.0,0.0,1.0
4,178,1.0,0.0,1.0
4,182,1.0,0.0,1.0
4,189,1.0,0.0,1.0
5,2,1.0,0.0,1.0
5,16,1.0,0.0,1.0
5,18,1.0,0.0,1.0
5,21,1.0,0.0,1.0
5,22,1.0,0.0,1.0
5,26,2.0,0.0,2.0
5,29,1.0,0.0,1.0
5,30,1.0,0.0,1.0
5,36,1.0,0.0,1.0
5,48,1.0,0.0,1.0
5,54,0.0,1.0,5.0
5,57,1.0,0.0,1.0
5,62,0.0,3.0,15.0
5,67,2.0,0.0,2.0
5,73,1.0,0.0,1.0
5,79,1.0,2.0,11.0
5,80,1.0,0.0,1.0
5,81,1.0,0.0,1.0
5,82,1.0,0.0,1.0
5,83,0.0,1.0,5.0
5,86,0.0,2.0,10.0
5,87,0.0,4.0,20.0
5,92,0.0,3.0,15.0
5,93,1.0,0.0,1.0
5,96,2.0,0.0,2.0
5,103,1.0,0.0,1.0
5,105,0.0,1.0,5.0
5,111,1.0,0.0,1.0
5,120,1.0,0.0,1.0
5,128,2.0,0.0,2.0
5,130,1.0,0.0,1.0
5,134,2.0,0.0,2.0
5,136,2.0,0.0,2.0
5,139,1.0,0.0,1.0
5,145,1.0,0.0,1.0
5,148,0.0,4.0,20.0
5,149,1.0,0.0,1.0
5,152,1.0,0.0,1.0
5,163,1.0,3.0,16.0
5,170,2.0,0.0,2.0
5,171,1.0,0.0,1.0
5,178,1.0,0.0,1.0
5,186,1.0,0.0,1.0
5,188,1.0,0.0,1.0
5,191,1.0,0.0,1.0
5,192,1.0,0.0,1.0
5,200,1.0,0.0,1.0
6,2,0.0,4.0,20.0
6,4,1.0,0.0,1.0
6,10,1.0,0.0,1.0
6,11,1.0,3.0,16.0
6,12,1.0,0.0,1.0
6,13,1.0,0.0,1.0
6,18,1.0,0.0,1.0
6,20,0.0,4.0,20.0
6,31,0.0,1.0,5.0
6,36,1.0,0.0,1.0
6,42,0.0,4.0,20.0
6,45,1.0,0.0,1.0
6,51,1.0,0.0,1.0
6,53,0.0,4.0,20.0
6,55,1.0,0.0,1.0
6,56,1.0,0.0,1.0
6,59,0.0,1.0,5.0
6,62,2.0,0.0,2.0
6,64,2.0,0.0,2.0
6,66,0.0,4.0,20.0
6,70,2.0,0.0,2.0
6,73,1.0,4.0,21.0
6,77,0.0,2.0,10.0
6,82,2.0,0.0,2.0
6,87,2.0,0.0,2.0
6,89,1.0,0.0,1.0
6,97,1.0,0.0,1.0
6,99,1.0,0.0,1.0
6,101,1.0,0.0,1.0
6,102,1.0,0.0,1.0
6,107,0.0,1.0,5.0
6,109,1.0,0.0,1.0
6,113,1.0,0.0,1.0
6,122,0.0,4.0,20.0
6,127,2.0,0.0,2.0
6,131,2.0,0.0,2.0
6,132,1.0,0.0,1.0
6,133,1.0,0.0,1.0
6,137,1.0,0.0,1.0
6,138,1.0,0.0,1.0
6,151,0.0,2.0,10.0
6,168,0.0,1.0,5.0
6,171,1.0,0.0,1.0
6,173,1.0,0.0,1.0
6,182,1.0,0.0,1.0
6,183,1.0,0.0,1.0
6,184,1.0,0.0,1.0
6,186,1.0,1.0,6.0
6,188,1.0,0.0,1.0
6,189,1.0,0.0,1.0
6,191,1.0,0.0,1.0
6,192,0.0,3.0,15.0
6,200,0.0,4.0,20.0
7,2,1.0,0.0,1.0
7,7,0.0,3.0,15.0
7,9,0.0,1.0,5.0
7,12,0.0,2.0,10.0
7,19,1.0,0.0,1.0
7,24,1.0,0.0,1.0
7,26,1.0,0.0,1.0
7,29,1.0,0.0,1.0
7,38,1.0,0.0,1.0
7,41,1.0,0.0,1.0
7,42,0.0,2.0,10.0
7,47,2.0,0.0,2.0
7,51,1.0,0.0,1.0
7,53,0.0,1.0,5.0
7,62,1.0,0.0,1.0
7,63,1.0,0.0,1.0
7,65,1.0,0.0,1.0
7,68,1.0,0.0,1.0
7,69,2.0,0.0,2.0
7,70,1.0,0.0,1.0
7,73,0.0,3.0,15.0
7,78,1.0,0.0,1.0
7,86,1.0,0.0,1.0
7,94,1.0,0.0,1.0
7,99,1.0,0.0,1.0
7,108,1.0,0.0,1.0
7,112,1.0,0.0,1.0
7,117,0.0,4.0,20.0
7,125,0.0,3.0,15.0
7,133,1.0,0.0,1.0
7,135,1.0,0.0,1.0
7,149,1.0,0.0,1.0
7,153,1.0,0.0,1.0
7,164,1.0,0.0,1.0
7,165,1.0,0.0,1.0
7,174,1.0,0.0,1.0
7,177,1.0,0.0,1.0
7,178,1.0,0.0,1.0
7,180,1.0,0.0,1.0
7,189,3.0,0.0,3.0
7,191,1.0,4.0,21.0
8,4,1.0,0.0,1.0
8,9,1.0,0.0,1.0
8,12,1.0,0.0,1.0
8,22,2.0,3.0,17.0
8,24,1.0,0.0,1.0
8,29,1.0,0.0,1.0
8,37,1.0,0.0,1.0
8,38,0.0,3.0,15.0
8,53,0.0,4.0,20.0
8,57,1.0,0.0,1.0
8,61,1.0,0.0,1.0
8,62,1.0,0.0,1.0
8,63,1.0,0.0,1.0
8,73,1.0,0.0,1.0
8,82,0.0,2.0,10.0
8,87,1.0,0.0,1.0
8,89,1.0,0.0,1.0
8,93,1.0,0.0,1.0
8,96,3.0,0.0,3.0
8,103,2.0,0.0,2.0
8,109,0.0,1.0,5.0
8,113,1.0,0.0,1.0
8,118,1.0,0.0,1.0
8,119,0.0,1.0,5.0
8,122,0.0,3.0,15.0
8,123,1.0,0.0,1.0
8,128,2.0,0.0,2.0
8,129,0.0,1.0,5.0
8,130,1.0,0.0,1.0
8,133,1.0,0.0,1.0
8,135,1.0,0.0,1.0
8,136,1.0,0.0,1.0
8,140,1.0,0.0,1.0
8,144,0.0,3.0,15.0
8,146,1.0,0.0,1.0
8,147,1.0,0.0,1.0
8,149,3.0,0.0,3.0
8,150,1.0,0.0,1.0
8,158,1.0,0.0,1.0
8,165,1.0,1.0,6.0
8,167,1.0,0.0,1.0
8,169,0.0,4.0,20.0
8,174,1.0,2.0,11.0
8,177,0.0,4.0,20.0
8,178,1.0,0.0,1.0
8,179,1.0,0.0,1.0
8,181,1.0,0.0,1.0
8,189,0.0,4.0,20.0
8,191,0.0,3.0,15.0
8,196,0.0,4.0,20.0
9,10,1.0,0.0,1.0
9,16,1.0,0.0,1.0
9,18,1.0,0.0,1.0
9,22,0.0,2.0,10.0
9,26,0.0,4.0,20.0
9,32,1.0,0.0,1.0
9,35,1.0,0.0,1.0
9,47,1.0,0.0,1.0
9,52,2.0,0.0,2.0
9,60,1.0,0.0,1.0
9,62,1.0,0.0,1.0
9,68,0.0,4.0,20.0
9,69,0.0,5.0,25.0
9,73,1.0,3.0,16.0
9,74,1.0,0.0,1.0
9,85,1.0,2.0,11.0
9,86,1.0,0.0,1.0
9,95,1.0,0.0,1.0
9,96,1.0,0.0,1.0
9,111,1.0,0.0,1.0
9,113,0.0,3.0,15.0
9,119,1.0,0.0,1.0
9,120,1.0,0.0,1.0
9,128,1.0,0.0,1.0
9,140,1.0,0.0,1.0
9,143,1.0,2.0,11.0
9,144,3.0,0.0,3.0
9,145,1.0,0.0,1.0
9,149,1.0,1.0,6.0
9,151,2.0,0.0,2.0
9,155,1.0,0.0,1.0
9,156,1.0,0.0,1.0
9,157,1.0,0.0,1.0
9,159,3.0,0.0,3.0
9,161,0.0,4.0,20.0
9,162,1.0,0.0,1.0
9,168,2.0,0.0,2.0
9,169,1.0,0.0,1.0
9,170,1.0,0.0,1.0
9,178,1.0,0.0,1.0
9,182,0.0,7.0,35.0
9,184,1.0,0.0,1.0
9,188,1.0,0.0,1.0
9,191,1.0,0.0,1.0
9,192,1.0,0.0,1.0
9,195,1.0,0.0,1.0
9,196,1.0,0.0,1.0
9,200,1.0,2.0,11.0
10,8,1.0,0.0,1.0
10,9,1.0,0.0,1.0
10,11,0.0,2.0,10.0
10,12,1.0,0.0,1.0
10,13,1.0,0.0,1.0
10,15,0.0,2.0,10.0
10,23,1.0,0.0,1.0
10,39,2.0,0.0,2.0
10,44,1.0,0.0,1.0
10,45,1.0,0.0,1.0
10,50,2.0,0.0,2.0
10,55,2.0,0.0,2.0
10,56,1.0,0.0,1.0
10,73,2.0,0.0,2.0
10,77,1.0,0.0,1.0
10,81,0.0,1.0,5.0
10,85,1.0,0.0,1.0
10,86,1.0,0.0,1.0
10,91,0.0,3.0,15.0
10,96,0.0,3.0,15.0
10,97,1.0,0.0,1.0
10,108,1.0,0.0,1.0
10,122,1.0,0.0,1.0
10,123,1.0,0.0,1.0
10,127,1.0,4.0,21.0
10,131,0.0,1.0,5.0
10,132,1.0,0.0,1.0
10,134,1.0,0.0,1.0
10,137,1.0,0.0,1.0
10,142,1.0,0.0,1.0
10,143,1.0,0.0,1.0
10,146,1.0,0.0,1.0
10,155,1.0,0.0,1.0
10,164,1.0,0.0,1.0
10,171,1.0,0.0,1.0
10,177,1.0,0.0,1.0
10,183,1.0,0.0,1.0
10,197,1.0,0.0,1.0
11,6,0.0,3.0,15.0
11,8,1.0,0.0,1.0
11,10,1.0,0.0,1.0
11,16,1.0,0.0,1.0
11,21,1.0,0.0,1.0
11,23,1.0,0.0,1.0
11,24,1.0,0.0,1.0
11,25,1.0,4.0,21.0
11,26,0.0,3.0,15.0
11,27,1.0,0.0,1.0
11,28,1.0,0.0,1.0
11,33,2.0,0.0,2.0
11,47,2.0,0.0,2.0
11,54,1.0,0.0,1.0
11,55,0.0,3.0,15.0
11,61,1.0,0.0,1.0
11,62,0.0,2.0,10.0
11,67,1.0,0.0,1.0
11,68,1.0,0.0,1.0
11,71,1.0,0.0,1.0
11,74,0.0,2.0,10.0
11,75,0.0,4.0,20.0
11,78,1.0,0.0,1.0
11,79,1.0,0.0,1.0
11,85,1.0,0.0,1.0
11,86,2.0,0.0,2.0
11,88,2.0,0.0,2.0
11,115,1.0,0.0,1.0
11,116,1.0,0.0,1.0
11,119,1.0,0.0,1.0
11,131,1.0,0.0,1.0
11,134,1.0,0.0,1.0
11,136,1.0,0.0,1.0
11,148,1.0,0.0,1.0
11,150,0.0,4.0,20.0
11,151,1.0,0.0,1.0
11,152,0.0,4.0,20.0
11,160,1.0,0.0,1.0
11,161,0.0,4.0,20.0
11,163,1.0,0.0,1.0
11,172,1.0,0.0,1.0
11,182,1.0,0.0,1.0
11,183,1.0,0.0,1.0
11,185,1.0,0.0,1.0
11,195,0.0,3.0,15.0
11,196,1.0,0.0,1.0
11,199,1.0,0.0,1.0
11,200,1.0,0.0,1.0
12,7,1.0,0.0,1.0
12,9,1.0,0.0,1.0
12,12,1.0,0.0,1.0
12,14,1.0,0.0,1.0
12,16,1.0,0.0,1.0
12,19,2.0,0.0,2.0
12,29,1.0,0.0,1.0
12,34,1.0,0.0,1.0
12,36,1.0,0.0,1.0
12,37,1.0,0.0,1.0
12,40,1.0,0.0,1.0
12,42,1.0,0.0,1.0
12,45,1.0,0.0,1.0
12,46,1.0,0.0,1.0
12,51,1.0,0.0,1.0
12,56,1.0,0.0,1.0
12,76,2.0,0.0,2.0
12,77,0.0,1.0,5.0
12,81,1.0,0.0,1.0
12,82,0.0,3.0,15.0
12,84,1.0,0.0,1.0
12,92,1.0,0.0,1.0
12,103,1.0,0.0,1.0
12,109,1.0,0.0,1.0
12,110,1.0,0.0,1.0
12,113,1.0,0.0,1.0
12,114,1.0,0.0,1.0
12,116,2.0,0.0,2.0
12,119,1.0,0.0,1.0
12,124,1.0,0.0,1.0
12,126,1.0,0.0,1.0
12,127,1.0,0.0,1.0
12,128,1.0,0.0,1.0
12,132,1.0,0.0,1.0
12,142,1.0,0.0,1.0
12,144,0.0,1.0,5.0
12,149,1.0,0.0,1.0
12,151,3.0,0.0,3.0
12,154,2.0,0.0,2.0
12,157,0.0,4.0,20.0
12,158,1.0,0.0,1.0
12,162,1.0,0.0,1.0
12,166,1.0,0.0,1.0
12,174,1.0,0.0,1.0
12,178,2.0,0.0,2.0
12,185,0.0,2.0,10.0
12,187,1.0,0.0,1.0
12,190,1.0,0.0,1.0
12,195,1.0,0.0,1.0
13,13,1.0,0.0,1.0
13,14,0.0,3.0,15.0
13,21,1.0,0.0,1.0
13,39,1.0,0.0,1.0
13,40,1.0,0.0,1.0
13,59,0.0,3.0,15.0
13,60,1.0,0.0,1.0
13,72,1.0,0.0,1.0
13,73,1.0,0.0,1.0
13,80,0.0,4.0,20.0
13,81,1.0,0.0,1.0
13,83,1.0,0.0,1.0
13,90,0.0,2.0,10.0
13,104,1.0,0.0,1.0
13,107,1.0,0.0,1.0
13,108,1.0,0.0,1.0
13,109,1.0,0.0,1.0
13,110,1.0,0.0,1.0
13,121,0.0,2.0,10.0
13,126,1.0,0.0,1.0
13,129,1.0,0.0,1.0
13,131,1.0,0.0,1.0
13,134,0.0,4.0,20.0
13,138,0.0,2.0,10.0
13,149,0.0,1.0,5.0
13,151,1.0,0.0,1.0
13,154,0.0,3.0,15.0
13,155,1.0,0.0,1.0
13,157,1.0,0.0,1.0
13,161,0.0,4.0,20.0
13,162,1.0,0.0,1.0
13,166,1.0,0.0,1.0
13,167,1.0,0.0,1.0
13,184,1.0,0.0,1.0
13,192,1.0,0.0,1.0
13,195,0.0,3.0,15.0
14,5,2.0,0.0,2.0
14,14,1.0,0.0,1.0
14,15,1.0,0.0,1.0
14,17,1.0,0.0,1.0
14,20,1.0,0.0,1.0
14,32,2.0,0.0,2.0
14,41,1.0,0.0,1.0
14,44,1.0,0.0,1.0
14,62,1.0,0.0,1.0
14,63,2.0,0.0,2.0
14,65,1.0,0.0,1.0
14,70,1.0,0.0,1.0
14,77,2.0,0.0,2.0
14,81,1.0,0.0,1.0
14,86,0.0,2.0,10.0
14,87,1.0,0.0,1.0
14,98,1.0,0.0,1.0
14,99,1.0,0.0,1.0
14,100,1.0,0.0,1.0
14,106,1.0,0.0,1.0
14,112,0.0,2.0,10.0
14,116,0.0,1.0,5.0
14,127,1.0,0.0,1.0
14,137,1.0,0.0,1.0
14,141,1.0,0.0,1.0
14,151,1.0,0.0,1.0
14,169,0.0,1.0,5.0
14,172,0.0,2.0,10.0
14,175,1.0,0.0,1.0
14,177,0.0,3.0,15.0
14,181,1.0,0.0,1.0
14,198,1.0,0.0,1.0
14,199,1.0,0.0,1.0
15,7,1.0,0.0,1.0
15,13,1.0,0.0,1.0
15,15,1.0,0.0,1.0
15,17,0.0,3.0,15.0
15,20,0.0,3.0,15.0
15,21,0.0,2.0,10.0
15,22,0.0,2.0,10.0
15,25,0.0,4.0,20.0
15,30,1.0,0.0,1.0
15,32,1.0,0.0,1.0
15,34,1.0,0.0,1.0
15,35,2.0,0.0,2.0
15,36,1.0,0.0,1.0
15,48,1.0,0.0,1.0
15,62,1.0,0.0,1.0
15,72,1.0,0.0,1.0
15,73,1.0,0.0,1.0
15,75,1.0,0.0,1.0
15,78,1.0,0.0,1.0
15,101,1.0,0.0,1.0
15,106,1.0,0.0,1.0
15,108,0.0,4.0,20.0
15,112,1.0,0.0,1.0
15,115,1.0,0.0,1.0
15,116,0.0,1.0,5.0
15,120,0.0,3.0,15.0
15,127,1.0,0.0,1.0
15,142,1.0,0.0,1.0
15,143,1.0,0.0,1.0
15,152,1.0,0.0,1.0
15,153,2.0,0.0,2.0
15,154,1.0,0.0,1.0
15,155,1.0,0.0,1.0
15,156,0.0,3.0,15.0
15,163,0.0,2.0,10.0
15,170,1.0,0.0,1.0
15,172,1.0,0.0,1.0
15,179,1.0,0.0,1.0
15,180,1.0,0.0,1.0
15,186,2.0,0.0,2.0
15,191,1.0,0.0,1.0
15,199,1.0,0.0,1.0
16,2,1.0,0.0,1.0
16,4,1.0,0.0,1.0
16,6,1.0,0.0,1.0
16,10,1.0,0.0,1.0
16,22,1.0,0.0,1.0
16,25,1.0,0.0,1.0
16,28,1.0,0.0,1.0
16,29,0.0,2.0,10.0
16,51,1.0,0.0,1.0
16,53,1.0,0.0,1.0
16,67,1.0,0.0,1.0
16,68,1.0,0.0,1.0
16,70,1.0,0.0,1.0
16,71,1.0,0.0,1.0
16,73,1.0,0.0,1.0
16,88,1.0,0.0,1.0
16,89,1.0,0.0,1.0
16,91,1.0,0.0,1.0
16,92,1.0,0.0,1.0
16,115,1.0,0.0,1.0
16,116,1.0,0.0,1.0
16,119,1.0,0.0,1.0
16,121,1.0,0.0,1.0
16,126,1.0,0.0,1.0
16,128,1.0,0.0,1.0
16,130,1.0,0.0,1.0
16,146,1.0,1.0,6.0
16,155,0.0,4.0,20.0
16,156,1.0,0.0,1.0
16,158,1.0,0.0,1.0
16,160,0.0,3.0,15.0
16,163,1.0,0.0,1.0
16,167,1.0,0.0,1.0
16,172,1.0,0.0,1.0
16,179,1.0,0.0,1.0
16,180,1.0,0.0,1.0
16,181,1.0,0.0,1.0
16,182,0.0,2.0,10.0
16,184,1.0,0.0,1.0
16,192,1.0,0.0,1.0
16,195,1.0,0.0,1.0
17,3,1.0,0.0,1.0
17,4,1.0,0.0,1.0
17,9,1.0,0.0,1.0
17,10,1.0,0.0,1.0
17,11,1.0,0.0,1.0
17,16,1.0,0.0,1.0
17,29,1.0,0.0,1.0
17,32,1.0,0.0,1.0
17,35,1.0,0.0,1.0
17,36,1.0,2.0,11.0
17,44,1.0,0.0,1.0
17,53,1.0,0.0,1.0
17,58,1.0,0.0,1.0
17,60,1.0,0.0,1.0
17,64,1.0,3.0,16.0
17,65,1.0,0.0,1.0
17,77,2.0,0.0,2.0
17,78,1.0,0.0,1.0
17,81,1.0,0.0,1.0
17,84,1.0,1.0,6.0
17,88,1.0,0.0,1.0
17,92,1.0,0.0,1.0
17,94,1.0,0.0,1.0
17,95,1.0,0.0,1.0
17,103,0.0,1.0,5.0
17,112,1.0,0.0,1.0
17,113,0.0,3.0,15.0
17,114,3.0,0.0,3.0
17,121,0.0,1.0,5.0
17,130,1.0,0.0,1.0
17,131,1.0,0.0,1.0
17,133,2.0,0.0,2.0
17,136,1.0,0.0,1.0
17,138,0.0,2.0,10.0
17,139,1.0,0.0,1.0
17,147,1.0,0.0,1.0
17,148,1.0,0.0,1.0
17,171,1.0,3.0,16.0
17,176,2.0,0.0,2.0
17,183,1.0,0.0,1.0
17,188,1.0,0.0,1.0
17,190,1.0,0.0,1.0
18,6,2.0,0.0,2.0
18,10,1.0,0.0,1.0
18,16,1.0,0.0,1.0
18,21,1.0,0.0,1.0
18,26,1.0,0.0,1.0
18,33,1.0,0.0,1.0
18,37,1.0,0.0,1.0
18,38,1.0,0.0,1.0
18,43,1.0,0.0,1.0
18,54,1.0,0.0,1.0
18,61,1.0,0.0,1.0
18,64,1.0,0.0,1.0
18,65,1.0,0.0,1.0
18,69,1.0,0.0,1.0
18,74,0.0,2.0,10.0
18,77,1.0,0.0,1.0
18,78,2.0,0.0,2.0
18,88,1.0,0.0,1.0
18,92,1.0,0.0,1.0
18,97,1.0,0.0,1.0
18,99,0.0,1.0,5.0
18,100,0.0,3.0,15.0
18,108,0.0,1.0,5.0
18,114,1.0,0.0,1.0
18,118,0.0,1.0,5.0
18,120,2.0,0.0,2.0
18,127,0.0,1.0,5.0
18,128,1.0,0.0,1.0
18,129,1.0,0.0,1.0
18,131,1.0,0.0,1.0
18,137,1.0,2.0,11.0
18,138,0.0,3.0,15.0
18,139,1.0,1.0,6.0
18,146,1.0,0.0,1.0
18,151,0.0,1.0,5.0
18,167,1.0,0.0,1.0
18,170,1.0,0.0,1.0
18,171,1.0,0.0,1.0
18,176,1.0,0.0,1.0
18,179,0.0,2.0,10.0
18,182,0.0,1.0,5.0
18,183,0.0,4.0,20.0
18,184,1.0,0.0,1.0
18,187,1.0,0.0,1.0
18,192,1.0,0.0,1.0
18,198,1.0,0.0,1.0
19,5,1.0,0.0,1.0
19,21,1.0,0.0,1.0
19,30,1.0,0.0,1.0
19,32,0.0,4.0,20.0
19,40,0.0,4.0,20.0
19,41,1.0,0.0,1.0
19,42,1.0,0.0,1.0
19,46,0.0,3.0,15.0
19,54,0.0,1.0,5.0
19,56,1.0,0.0,1.0
19,61,0.0,4.0,20.0
19,68,0.0,4.0,20.0
19,77,1.0,0.0,1.0
19,79,1.0,0.0,1.0
19,87,1.0,0.0,1.0
19,88,0.0,1.0,5.0
19,92,1.0,0.0,1.0
19,101,1.0,0.0,1.0
19,104,1.0,0.0,1.0
19,108,0.0,3.0,15.0
19,110,1.0,0.0,1.0
19,111,1.0,0.0,1.0
19,112,1.0,0.0,1.0
19,114,1.0,0.0,1.0
19,117,1.0,0.0,1.0
19,128,1.0,0.0,1.0
19,131,0.0,3.0,15.0
19,136,1.0,0.0,1.0
19,137,1.0,0.0,1.0
19,146,1.0,0.0,1.0
19,148,1.0,0.0,1.0
19,152,2.0,0.0,2.0
19,161,0.0,1.0,5.0
19,167,1.0,0.0,1.0
19,182,1.0,0.0,1.0
19,197,1.0,0.0,1.0
20,8,1.0,0.0,1.0
20,18,0.0,3.0,15.0
20,20,1.0,0.0,1.0
20,24,1.0,0.0,1.0
20,31,0.0,2.0,10.0
20,34,1.0,0.0,1.0
20,44,1.0,0.0,1.0
20,47,3.0,0.0,3.0
20,50,1.0,0.0,1.0
20,57,0.0,3.0,15.0
20,60,1.0,0.0,1.0
20,62,1.0,0.0,1.0
20,63,1.0,0.0,1.0
20,64,1.0,0.0,1.0
20,66,1.0,0.0,1.0
20,67,1.0,0.0,1.0
20,74,0.0,1.0,5.0
20,78,1.0,0.0,1.0
20,79,1.0,0.0,1.0
20,81,1.0,3.0,16.0
20,91,1.0,0.0,1.0
20,92,1.0,0.0,1.0
20,95,1.0,0.0,1.0
20,102,0.0,4.0,20.0
20,114,1.0,0.0,1.0
20,123,1.0,0.0,1.0
20,136,2.0,0.0,2.0
20,137,1.0,0.0,1.0
20,138,1.0,0.0,1.0
20,145,1.0,0.0,1.0
20,152,0.0,3.0,15.0
20,157,0.0,1.0,5.0
20,158,1.0,0.0,1.0
20,163,1.0,0.0,1.0
20,169,1.0,0.0,1.0
20,170,1.0,0.0,1.0
20,175,1.0,0.0,1.0
20,178,1.0,0.0,1.0
20,181,1.0,0.0,1.0
20,182,0.0,1.0,5.0
20,188,1.0,0.0,1.0
20,200,1.0,0.0,1.0
21,2,1.0,0.0,1.0
21,4,1.0,0.0,1.0
21,8,1.0,0.0,1.0
21,9,1.0,0.0,1.0
21,11,2.0,0.0,2.0
21,12,2.0,0.0,2.0
21,14,1.0,0.0,1.0
21,15,1.0,0.0,1.0
21,17,1.0,0.0,1.0
21,23,1.0,0.0,1.0
21,33,1.0,0.0,1.0
21,46,1.0,0.0,1.0
21,53,1.0,0.0,1.0
