product_id,order_date,day_of_week,month,total_daily_quantity
4,2024-08-07,2,8,3
4,2024-08-23,4,8,2
4,2024-09-24,1,9,2
4,2024-10-09,2,10,1
4,2024-10-11,4,10,2
4,2024-10-15,1,10,2
4,2024-10-27,6,10,7
4,2025-01-16,3,1,4
4,2025-02-19,2,2,1
4,2025-04-01,1,4,2
4,2025-05-31,5,5,3
4,2025-07-24,3,7,4
4,2025-07-28,0,7,3
4,2025-08-11,0,8,1
4,2025-08-25,0,8,1
4,2025-09-21,6,9,1
4,2025-10-03,4,10,3
4,2025-11-04,1,11,4
4,2025-12-16,1,12,1
5,2024-03-17,6,3,2
5,2024-03-20,2,3,3
5,2024-04-11,3,4,2
5,2024-04-21,6,4,2
5,2024-04-22,0,4,1
5,2024-05-18,5,5,1
5,2024-05-24,4,5,3
5,2024-06-12,2,6,4
5,2024-06-25,1,6,1
5,2024-07-09,1,7,1
5,2024-07-25,3,7,3
5,2024-08-11,6,8,1
5,2024-10-09,2,10,4
5,2024-10-24,3,10,4
5,2024-12-17,1,12,2
5,2025-01-22,2,1,2
5,2025-03-08,5,3,3
5,2025-05-04,6,5,2
5,2025-05-19,0,5,3
5,2025-09-02,1,9,4
5,2025-09-03,2,9,2
5,2025-10-14,1,10,3
5,2025-11-30,6,11,2
5,2025-12-03,2,12,4
5,2025-12-05,4,12,2
5,2026-02-01,6,2,4
5,2026-02-15,6,2,2
5,2026-02-16,0,2,4
6,2024-04-01,0,4,1
6,2024-05-22,2,5,4
6,2024-06-04,1,6,2
6,2024-07-17,2,7,1
6,2024-08-01,3,8,3
6,2024-09-15,6,9,2
6,2024-09-29,6,9,4
6,2024-10-14,0,10,4
6,2024-10-22,1,10,3
6,2024-11-26,1,11,4
6,2024-12-29,6,12,2
6,2025-01-30,3,1,4
6,2025-02-18,1,2,2
6,2025-04-06,6,4,4
6,2025-07-06,6,7,1
6,2025-08-03,6,8,3
6,2025-08-13,2,8,3
6,2025-08-15,4,8,1
6,2025-08-18,0,8,3
6,2025-08-31,6,8,1
6,2025-10-04,5,10,3
6,2025-10-22,2,10,2
6,2025-11-03,0,11,4
6,2025-11-21,4,11,1
6,2026-01-25,6,1,3
7,2024-04-12,4,4,4
7,2024-07-10,2,7,4
7,2024-07-13,5,7,2
7,2024-08-01,3,8,6
7,2024-08-29,3,8,3
7,2024-08-30,4,8,3
7,2024-11-25,0,11,2
7,2024-12-22,6,12,2
7,2025-02-03,0,2,2
7,2025-02-08,5,2,2
7,2025-03-06,3,3,3
7,2025-03-14,4,3,2
7,2025-06-25,2,6,3
7,2025-07-27,6,7,4
7,2025-08-10,6,8,1
7,2025-09-21,6,9,1
7,2025-10-03,4,10,4
7,2025-10-09,3,10,2
7,2025-10-26,6,10,3
7,2026-02-07,5,2,2
8,2024-04-07,6,4,3
8,2024-04-08,0,4,4
8,2024-04-27,5,4,1
8,2024-07-03,2,7,4
8,2024-07-26,4,7,4
8,2024-08-25,6,8,1
8,2024-09-02,0,9,4
8,2024-11-16,5,11,4
8,2024-12-07,5,12,2
8,2025-01-05,6,1,3
8,2025-01-31,4,1,1
8,2025-03-25,1,3,4
8,2025-04-16,2,4,2
8,2025-04-19,5,4,1
8,2025-06-28,5,6,2
8,2025-10-20,0,10,2
8,2025-11-03,0,11,1
8,2025-12-04,3,12,4
8,2026-01-08,3,1,2
8,2026-01-10,5,1,4
8,2026-01-13,1,1,4
8,2026-01-20,1,1,3
8,2026-01-26,0,1,4
9,2024-04-21,6,4,3
9,2024-05-08,2,5,1
9,2024-05-13,0,5,4
9,2024-06-13,3,6,4
9,2024-08-31,5,8,1
9,2024-10-03,3,10,4
9,2024-11-10,6,11,1
9,2024-12-03,1,12,4
9,2024-12-14,5,12,3
9,2025-01-08,2,1,4
9,2025-01-28,1,1,1
9,2025-03-04,1,3,2
9,2025-05-17,5,5,3
9,2025-05-31,5,5,1
9,2025-06-16,0,6,1
9,2025-07-31,3,7,3
9,2025-08-09,5,8,3
9,2025-08-23,5,8,4
9,2025-12-11,3,12,2
9,2025-12-31,2,12,1
9,2026-01-25,6,1,3
10,2024-07-11,3,7,1
10,2024-08-06,1,8,1
10,2024-08-10,5,8,4
10,2024-08-24,5,8,1
10,2024-09-18,2,9,3
10,2024-09-27,4,9,3
10,2024-09-28,5,9,2
10,2024-10-06,6,10,4
10,2024-10-10,3,10,1
10,2024-11-13,2,11,1
10,2024-11-19,1,11,3
10,2024-11-24,6,11,2
10,2025-03-04,1,3,4
10,2025-03-28,4,3,3
10,2025-04-02,2,4,2
10,2025-04-11,4,4,1
10,2025-04-17,3,4,3
10,2025-06-16,0,6,4
10,2025-06-17,1,6,2
10,2025-07-08,1,7,4
10,2025-07-24,3,7,4
10,2025-08-15,4,8,4
10,2025-08-26,1,8,2
10,2025-08-30,5,8,2
10,2025-11-04,1,11,4
10,2025-12-13,5,12,1
11,2024-04-18,3,4,4
11,2024-04-27,5,4,1
11,2024-05-18,5,5,2
11,2024-05-23,3,5,1
11,2024-05-25,5,5,3
11,2024-06-13,3,6,2
11,2024-07-19,4,7,3
11,2024-07-25,3,7,3
11,2024-08-21,2,8,3
11,2024-09-18,2,9,3
11,2024-11-04,0,11,2
11,2025-02-20,3,2,1
11,2025-03-20,3,3,1
11,2025-03-28,4,3,2
11,2025-04-15,1,4,4
11,2025-05-06,1,5,1
11,2025-05-14,2,5,2
11,2025-06-19,3,6,1
11,2025-08-02,5,8,1
11,2025-08-11,0,8,4
11,2025-12-12,4,12,1
11,2025-12-25,3,12,2
11,2025-12-30,1,12,2
11,2026-01-11,6,1,3
11,2026-01-13,1,1,2
11,2026-01-21,2,1,4
11,2026-03-01,6,3,2
12,2024-03-19,1,3,2
12,2024-03-26,1,3,4
12,2024-04-06,5,4,2
12,2024-04-22,0,4,2
12,2024-04-28,6,4,3
12,2024-05-12,6,5,3
12,2024-06-06,3,6,3
12,2024-06-11,1,6,4
12,2024-07-12,4,7,4
12,2024-08-23,4,8,4
12,2024-09-05,3,9,3
12,2024-10-14,0,10,4
12,2024-12-11,2,12,1
12,2024-12-18,2,12,3
12,2025-05-07,2,5,8
12,2025-05-13,1,5,1
12,2025-05-16,4,5,3
12,2025-05-26,0,5,1
12,2025-06-10,1,6,4
12,2025-06-23,0,6,1
12,2025-07-18,4,7,4
12,2025-09-17,2,9,3
12,2026-01-14,2,1,3
12,2026-02-11,2,2,4
12,2026-02-16,0,2,4
12,2026-02-18,2,2,4
13,2024-03-21,3,3,3
13,2024-04-04,3,4,1
13,2024-04-21,6,4,3
13,2024-05-01,2,5,1
13,2024-06-02,6,6,2
13,2024-06-03,0,6,2
13,2024-07-04,3,7,4
13,2024-11-07,3,11,1
13,2025-01-05,6,1,1
13,2025-01-28,1,1,2
13,2025-01-31,4,1,3
13,2025-05-03,5,5,1
13,2025-05-20,1,5,1
13,2025-05-23,4,5,2
13,2025-06-13,4,6,2
13,2025-07-13,6,7,3
13,2025-07-25,4,7,4
13,2025-08-22,4,8,4
13,2025-09-06,5,9,1
13,2025-09-16,1,9,3
13,2025-10-04,5,10,4
13,2025-11-11,1,11,1
13,2025-11-17,0,11,3
13,2025-11-18,1,11,4
13,2025-12-28,6,12,1
13,2026-01-01,3,1,3
13,2026-01-04,6,1,1
13,2026-03-06,4,3,2
13,2026-03-07,5,3,4
14,2024-03-20,2,3,4
14,2024-04-11,3,4,4
14,2024-04-22,0,4,3
14,2024-06-08,5,6,1
14,2024-08-26,0,8,2
14,2024-08-29,3,8,4
14,2024-11-22,4,11,1
14,2024-12-12,3,12,3
14,2025-01-03,4,1,3
14,2025-01-08,2,1,3
14,2025-01-12,6,1,3
14,2025-01-19,6,1,1
14,2025-03-27,3,3,3
14,2025-05-09,4,5,4
14,2025-06-01,6,6,2
14,2025-06-15,6,6,4
14,2025-08-04,0,8,4
14,2025-08-23,5,8,4
14,2025-09-13,5,9,4
14,2025-10-30,3,10,3
14,2025-12-18,3,12,1
14,2026-02-20,4,2,4
15,2024-03-11,0,3,4
15,2024-03-18,0,3,3
15,2024-03-19,1,3,2
15,2024-04-22,0,4,3
15,2024-05-07,1,5,1
15,2024-05-23,3,5,1
15,2024-06-14,4,6,2
15,2024-06-18,1,6,4
15,2024-06-21,4,6,3
15,2024-07-06,5,7,1
15,2024-07-24,2,7,2
15,2024-07-28,6,7,2
15,2024-08-02,4,8,4
15,2024-08-13,1,8,1
15,2024-08-26,0,8,3
15,2024-09-10,1,9,3
15,2024-09-26,3,9,4
15,2024-10-10,3,10,2
15,2024-10-19,5,10,3
15,2024-11-02,5,11,2
15,2024-12-16,0,12,3
15,2025-02-15,5,2,4
15,2025-03-06,3,3,4
15,2025-04-17,3,4,3
15,2025-05-09,4,5,2
15,2025-05-19,0,5,4
15,2025-06-01,6,6,4
15,2025-09-15,0,9,3
15,2025-09-29,0,9,3
15,2025-10-14,1,10,3
15,2025-12-21,6,12,1
15,2025-12-23,1,12,2
15,2026-01-13,1,1,2
15,2026-01-16,4,1,2
15,2026-01-27,1,1,2
15,2026-02-15,6,2,1
15,2026-02-23,0,2,3
16,2024-06-16,6,6,2
16,2024-06-29,5,6,2
16,2024-06-30,6,6,4
16,2024-07-23,1,7,3
16,2024-08-14,2,8,1
16,2024-09-14,5,9,4
16,2024-10-10,3,10,3
16,2024-10-30,2,10,1
16,2025-03-11,1,3,1
16,2025-05-03,5,5,1
16,2025-05-10,5,5,4
16,2025-05-14,2,5,4
16,2025-07-05,5,7,2
16,2025-08-19,1,8,2
16,2025-09-06,5,9,2
16,2025-11-20,3,11,2
16,2025-12-21,6,12,3
16,2026-01-28,2,1,2
16,2026-02-09,0,2,1
17,2024-04-08,0,4,4
17,2024-04-17,2,4,2
17,2024-04-18,3,4,4
17,2024-04-26,4,4,1
17,2024-05-08,2,5,1
17,2024-05-25,5,5,1
17,2024-07-19,4,7,3
17,2024-07-31,2,7,3
17,2024-08-31,5,8,1
17,2024-10-19,5,10,2
17,2024-11-19,1,11,4
17,2024-12-01,6,12,3
17,2024-12-10,1,12,4
17,2024-12-14,5,12,4
17,2025-01-20,0,1,2
17,2025-02-21,4,2,2
17,2025-02-22,5,2,3
17,2025-03-20,3,3,3
17,2025-06-23,0,6,1
17,2025-07-28,0,7,4
17,2025-08-19,1,8,1
17,2025-08-21,3,8,1
17,2025-09-12,4,9,4
17,2025-10-19,6,10,2
17,2025-10-31,4,10,3
17,2026-01-01,3,1,4
17,2026-01-10,5,1,2
17,2026-02-15,6,2,4
18,2024-03-14,3,3,4
18,2024-03-29,4,3,3
18,2024-05-30,3,5,3
18,2024-06-02,6,6,2
18,2024-07-15,0,7,3
18,2024-08-25,6,8,4
18,2024-09-04,2,9,2
18,2024-09-21,5,9,1
18,2024-10-07,0,10,2
18,2024-11-18,0,11,2
18,2024-12-09,0,12,4
18,2025-02-06,3,2,4
18,2025-02-11,1,2,3
18,2025-03-15,5,3,3
18,2025-03-20,3,3,3
18,2025-04-23,2,4,1
18,2025-04-26,5,4,3
18,2025-05-09,4,5,2
18,2025-05-25,6,5,2
18,2025-06-19,3,6,1
18,2025-07-06,6,7,3
18,2025-07-28,0,7,4
18,2025-09-17,2,9,1
18,2025-10-18,5,10,1
18,2025-11-08,5,11,2
18,2025-11-12,2,11,3
18,2025-11-23,6,11,2
18,2025-11-24,0,11,1
18,2025-11-26,2,11,4
18,2025-11-28,4,11,1
19,2024-03-20,2,3,4
19,2024-04-16,1,4,4
19,2024-09-13,4,9,1
19,2024-10-16,2,10,3
19,2024-11-12,1,11,3
19,2024-11-23,5,11,1
19,2024-12-19,3,12,4
19,2025-01-05,6,1,4
19,2025-01-26,6,1,1
19,2025-02-20,3,2,4
19,2025-03-28,4,3,3
19,2025-04-04,4,4,1
19,2025-05-05,0,5,4
19,2025-05-17,5,5,1
19,2025-06-07,5,6,4
19,2025-07-18,4,7,4
19,2025-07-26,5,7,4
19,2025-09-04,3,9,4
19,2025-09-12,4,9,3
19,2025-12-01,0,12,4
19,2026-01-29,3,1,3
19,2026-02-01,6,2,2
20,2024-03-21,3,3,2
20,2024-03-26,1,3,2
20,2024-04-06,5,4,3
20,2024-05-20,0,5,4
20,2024-06-30,6,6,3
20,2024-07-23,1,7,1
20,2024-10-01,1,10,1
20,2024-10-13,6,10,4
20,2024-12-18,2,12,2
20,2024-12-26,3,12,3
20,2025-01-16,3,1,3
20,2025-03-14,4,3,2
20,2025-04-02,2,4,1
20,2025-04-04,4,4,4
20,2025-06-06,4,6,3
20,2025-07-15,1,7,2
20,2025-08-15,4,8,3
20,2025-08-24,6,8,4
20,2025-10-03,4,10,3
20,2025-10-12,6,10,2
20,2025-11-07,4,11,2
20,2025-11-30,6,11,1
20,2025-12-04,3,12,2
20,2025-12-16,1,12,3
20,2025-12-31,2,12,4
20,2026-01-28,2,1,1
20,2026-02-01,6,2,1
21,2024-04-15,0,4,1
21,2024-05-19,6,5,5
21,2024-06-30,6,6,1
21,2024-07-14,6,7,4
21,2024-07-29,0,7,3
21,2024-09-15,6,9,1
21,2024-11-18,0,11,4
21,2024-11-30,5,11,3
21,2025-01-07,1,1,2
21,2025-03-06,3,3,4
21,2025-04-08,1,4,4
21,2025-04-09,2,4,2
21,2025-05-15,3,5,3
21,2025-05-28,2,5,2
21,2025-09-13,5,9,5
21,2025-11-12,2,11,2
21,2026-02-02,0,2,2
21,2026-02-21,5,2,1
21,2026-03-02,0,3,2
22,2024-03-13,2,3,3
22,2024-03-25,0,3,3
22,2024-03-28,3,3,3
22,2024-04-20,5,4,4
22,2024-05-13,0,5,3
22,2024-05-17,4,5,1
22,2024-05-18,5,5,4
22,2024-05-23,3,5,3
22,2024-05-29,2,5,1
22,2024-06-01,5,6,2
22,2024-09-11,2,9,1
22,2024-10-21,0,10,3
22,2024-10-22,1,10,1
22,2024-11-06,2,11,3
22,2025-02-19,2,2,2
22,2025-04-27,6,4,4
22,2025-05-09,4,5,4
22,2025-06-02,0,6,2
22,2025-06-17,1,6,3
22,2025-06-21,5,6,1
22,2025-07-03,3,7,2
22,2025-07-19,5,7,1
22,2025-08-09,5,8,4
22,2025-12-17,2,12,3
22,2026-01-07,2,1,1
22,2026-02-17,1,2,3
22,2026-03-09,0,3,4
23,2024-04-24,2,4,3
23,2024-04-26,4,4,2
23,2024-04-27,5,4,4
23,2024-05-10,4,5,3
23,2024-07-20,5,7,1
23,2024-08-08,3,8,4
23,2024-08-31,5,8,1
23,2024-09-24,1,9,1
23,2024-10-05,5,10,2
23,2024-12-07,5,12,1
23,2025-01-27,0,1,1
23,2025-01-31,4,1,2
23,2025-04-06,6,4,3
23,2025-05-04,6,5,1
23,2025-06-27,4,6,1
23,2025-08-06,2,8,2
23,2025-09-09,1,9,2
23,2025-10-14,1,10,2
23,2025-10-22,2,10,2
23,2025-11-20,3,11,3
23,2025-12-15,0,12,3
23,2025-12-18,3,12,2
23,2025-12-29,0,12,1
23,2026-02-04,2,2,2
24,2024-06-07,4,6,2
24,2024-07-29,0,7,4
24,2024-09-09,0,9,4
24,2024-09-21,5,9,4
24,2024-10-07,0,10,4
24,2024-10-14,0,10,4
24,2024-11-04,0,11,1
24,2024-11-11,0,11,4
24,2024-11-12,1,11,1
24,2024-11-18,0,11,4
24,2024-12-28,5,12,2
24,2025-01-02,3,1,4
24,2025-01-15,2,1,1
24,2025-01-20,0,1,1
24,2025-01-21,1,1,4
24,2025-03-04,1,3,3
24,2025-04-15,1,4,1
24,2025-06-23,0,6,2
24,2025-07-28,0,7,2
24,2025-10-27,0,10,1
24,2025-12-29,0,12,3
24,2026-01-11,6,1,1
24,2026-01-30,4,1,2
25,2024-03-12,1,3,3
25,2024-04-23,1,4,2
25,2024-04-29,0,4,2
25,2024-06-10,0,6,4
25,2024-07-26,4,7,4
25,2024-09-04,2,9,1
25,2024-09-08,6,9,2
25,2024-11-12,1,11,4
25,2024-11-19,1,11,4
25,2024-12-01,6,12,2
25,2024-12-23,0,12,4
25,2025-01-01,2,1,2
25,2025-04-07,0,4,3
25,2025-04-30,2,4,2
25,2025-06-26,3,6,1
25,2025-07-03,3,7,4
25,2025-10-25,5,10,4
25,2025-11-01,5,11,2
25,2025-12-25,3,12,2
25,2026-01-16,4,1,3
25,2026-02-17,1,2,4
25,2026-02-23,0,2,2
26,2024-03-19,1,3,4
26,2024-04-20,5,4,3
26,2024-04-21,6,4,1
26,2024-08-02,4,8,2
26,2024-09-04,2,9,4
26,2024-09-22,6,9,1
26,2024-10-22,1,10,4
26,2024-11-09,5,11,2
26,2024-11-12,1,11,3
26,2024-11-20,2,11,4
26,2024-11-26,1,11,2
26,2025-01-09,3,1,4
26,2025-01-31,4,1,3
26,2025-02-21,4,2,2
26,2025-03-17,0,3,3
26,2025-04-11,4,4,2
26,2025-05-23,4,5,2
26,2025-05-27,1,5,2
26,2025-06-13,4,6,3
26,2025-06-24,1,6,2
26,2025-07-23,2,7,4
26,2025-08-06,2,8,2
26,2025-08-23,5,8,4
26,2025-10-03,4,10,7
26,2025-12-17,2,12,3
26,2026-02-09,0,2,1
26,2026-02-20,4,2,1
27,2024-03-25,0,3,3
27,2024-04-18,3,4,1
27,2024-05-21,1,5,1
27,2024-06-13,3,6,2
27,2024-07-04,3,7,4
27,2024-07-15,0,7,1
27,2024-07-21,6,7,4
27,2024-07-28,6,7,3
27,2024-09-25,2,9,1
27,2024-11-26,1,11,1
27,2025-01-05,6,1,1
27,2025-01-09,3,1,2
27,2025-02-28,4,2,1
27,2025-04-23,2,4,4
27,2025-05-05,0,5,1
27,2025-07-05,5,7,4
27,2025-07-22,1,7,4
27,2025-09-09,1,9,1
27,2025-10-08,2,10,1
27,2025-10-14,1,10,1
27,2025-11-16,6,11,4
27,2025-11-30,6,11,2
27,2025-12-20,5,12,1
27,2026-01-01,3,1,1
27,2026-01-25,6,1,4
28,2024-03-14,3,3,2
28,2024-03-30,5,3,4
28,2024-04-11,3,4,2
28,2024-04-22,0,4,2
28,2024-05-27,0,5,4
28,2024-06-09,6,6,4
28,2024-07-29,0,7,1
28,2024-11-11,0,11,4
28,2025-02-15,5,2,3
28,2025-03-21,4,3,4
28,2025-04-21,0,4,3
28,2025-07-19,5,7,2
28,2025-11-05,2,11,4
28,2026-01-28,2,1,2
29,2024-03-15,4,3,1
29,2024-03-20,2,3,2
29,2024-04-06,5,4,3
29,2024-04-18,3,4,1
29,2024-05-14,1,5,3
29,2024-06-03,0,6,1
29,2024-06-19,2,6,3
29,2024-09-10,1,9,2
29,2024-09-13,4,9,2
29,2024-09-23,0,9,3
29,2024-11-28,3,11,1
29,2024-12-07,5,12,4
29,2025-01-28,1,1,2
29,2025-03-04,1,3,2
29,2025-04-03,3,4,3
29,2025-04-18,4,4,2
29,2025-06-11,2,6,4
29,2025-07-03,3,7,3
29,2025-08-23,5,8,2
29,2025-08-26,1,8,4
29,2025-08-31,6,8,3
29,2025-11-01,5,11,1
29,2026-01-19,0,1,3
29,2026-02-07,5,2,4
29,2026-02-22,6,2,3
29,2026-02-25,2,2,1
30,2024-03-25,0,3,2
30,2024-04-01,0,4,3
30,2024-07-13,5,7,1
30,2024-09-12,3,9,2
30,2024-10-04,4,10,4
30,2024-10-16,2,10,3
30,2024-11-19,1,11,3
30,2024-11-28,3,11,4
30,2025-01-13,0,1,4
30,2025-01-27,0,1,3
30,2025-02-01,5,2,2
30,2025-05-14,2,5,2
30,2025-05-20,1,5,3
30,2025-06-23,0,6,1
30,2025-08-05,1,8,3
30,2025-08-22,4,8,3
30,2025-09-05,4,9,2
30,2025-09-16,1,9,4
30,2025-10-03,4,10,2
30,2025-10-22,2,10,2
30,2025-11-07,4,11,2
30,2025-11-09,6,11,2
30,2025-12-14,6,12,2
31,2024-04-01,0,4,4
31,2024-04-14,6,4,4
31,2024-05-21,1,5,2
31,2024-05-23,3,5,3
31,2024-05-27,0,5,3
31,2024-06-22,5,6,1
31,2024-07-09,1,7,1
31,2024-07-14,6,7,4
31,2024-09-02,0,9,2
31,2024-09-06,4,9,3
31,2024-10-05,5,10,2
31,2024-10-06,6,10,1
31,2024-11-18,0,11,1
31,2024-11-26,1,11,2
31,2024-12-03,1,12,3
31,2024-12-24,1,12,4
31,2025-01-03,4,1,3
31,2025-01-14,1,1,3
31,2025-03-08,5,3,4
31,2025-03-22,5,3,2
31,2025-04-07,0,4,2
31,2025-04-23,2,4,4
31,2025-05-02,4,5,4
31,2025-05-08,3,5,2
31,2025-05-25,6,5,2
31,2025-06-19,3,6,1
31,2025-07-06,6,7,3
31,2025-08-24,6,8,2
31,2025-08-28,3,8,1
31,2025-09-01,0,9,1
31,2025-10-04,5,10,3
31,2025-10-29,2,10,1
31,2025-11-25,1,11,4
31,2025-11-26,2,11,4
32,2024-03-21,3,3,1
32,2024-03-22,4,3,3
32,2024-04-10,2,4,4
32,2024-04-15,0,4,4
32,2024-04-19,4,4,1
32,2024-05-03,4,5,1
32,2024-05-08,2,5,2
32,2024-05-18,5,5,3
32,2024-07-06,5,7,1
32,2024-07-07,6,7,1
32,2024-07-15,0,7,1
32,2024-08-03,5,8,4
32,2024-09-10,1,9,3
32,2024-11-08,4,11,4
32,2025-01-11,5,1,4
32,2025-02-04,1,2,2
32,2025-04-03,3,4,3
32,2025-07-03,3,7,2
32,2025-07-12,5,7,3
32,2025-08-07,3,8,4
32,2025-09-01,0,9,3
32,2025-09-14,6,9,1
32,2025-09-24,2,9,3
32,2025-09-29,0,9,3
32,2025-10-21,1,10,4
32,2025-12-27,5,12,2
32,2026-02-05,3,2,2
32,2026-02-12,3,2,3
33,2024-03-27,2,3,2
33,2024-05-04,5,5,4
33,2024-05-06,0,5,1
33,2024-08-27,1,8,3
33,2024-11-06,2,11,1
33,2025-02-14,4,2,2
33,2025-02-22,5,2,3
33,2025-04-03,3,4,1
33,2025-04-15,1,4,1
33,2025-04-27,6,4,1
33,2025-05-20,1,5,2
33,2025-08-26,1,8,1
33,2025-10-27,0,10,4
33,2025-12-19,4,12,3
33,2026-02-06,4,2,2
34,2024-04-11,3,4,2
34,2024-04-17,2,4,4
34,2024-04-29,0,4,3
34,2024-06-09,6,6,3
34,2024-07-25,3,7,1
34,2024-08-15,3,8,1
34,2024-08-16,4,8,4
34,2024-08-18,6,8,2
34,2024-09-23,0,9,2
34,2024-10-19,5,10,3
34,2024-12-09,0,12,3
34,2025-01-13,0,1,2
34,2025-01-15,2,1,3
34,2025-02-05,2,2,5
34,2025-02-18,1,2,4
34,2025-02-28,4,2,2
34,2025-03-20,3,3,1
34,2025-04-22,1,4,4
34,2025-05-22,3,5,3
34,2025-07-19,5,7,4
34,2025-08-05,1,8,3
34,2025-11-21,4,11,4
34,2025-11-26,2,11,3
34,2025-12-09,1,12,4
34,2025-12-27,5,12,1
34,2025-12-29,0,12,2
34,2026-01-02,4,1,1
34,2026-01-14,2,1,3
35,2024-04-07,6,4,4
35,2024-04-15,0,4,2
35,2024-05-05,6,5,2
35,2024-07-25,3,7,4
35,2024-09-28,5,9,2
35,2024-09-30,0,9,2
35,2024-11-16,5,11,4
35,2024-11-24,6,11,3
35,2024-12-05,3,12,1
35,2024-12-22,6,12,2
35,2024-12-31,1,12,1
35,2025-03-04,1,3,2
35,2025-04-08,1,4,3
35,2025-05-20,1,5,3
35,2025-05-29,3,5,1
35,2025-06-07,5,6,4
35,2025-08-29,4,8,3
35,2025-10-14,1,10,2
35,2025-10-19,6,10,4
35,2025-10-26,6,10,2
35,2025-11-27,3,11,1
35,2026-02-16,0,2,3
35,2026-02-22,6,2,3
35,2026-02-23,0,2,3
36,2024-03-10,6,3,4
36,2024-04-19,4,4,1
36,2024-05-04,5,5,2
36,2024-05-24,4,5,3
36,2024-06-19,2,6,2
36,2024-07-17,2,7,4
36,2024-08-09,4,8,2
36,2024-10-28,0,10,2
36,2024-11-06,2,11,4
36,2024-11-27,2,11,1
36,2024-12-02,0,12,1
36,2024-12-16,0,12,1
36,2024-12-18,2,12,6
36,2025-01-11,5,1,1
36,2025-02-13,3,2,4
36,2025-03-23,6,3,3
36,2025-03-28,4,3,2
36,2025-04-09,2,4,2
36,2025-04-25,4,4,1
36,2025-04-29,1,4,2
36,2025-05-09,4,5,2
36,2025-05-16,4,5,1
36,2025-07-25,4,7,2
36,2025-08-15,4,8,4
36,2025-08-31,6,8,4
36,2025-09-13,5,9,4
36,2025-12-27,5,12,3
36,2026-01-02,4,1,4
36,2026-01-23,4,1,3
36,2026-02-07,5,2,4
36,2026-02-23,0,2,2
37,2024-03-12,1,3,2
37,2024-03-27,2,3,3
37,2024-05-08,2,5,2
37,2024-05-17,4,5,4
37,2024-05-26,6,5,2
37,2024-08-18,6,8,1
37,2024-08-26,0,8,1
37,2024-09-29,6,9,1
37,2024-10-15,1,10,1
37,2024-10-22,1,10,3
37,2024-11-01,4,11,1
37,2024-11-19,1,11,3
37,2024-11-30,5,11,1
37,2025-04-12,5,4,2
37,2025-04-26,5,4,2
37,2025-05-09,4,5,4
37,2025-05-12,0,5,3
37,2025-08-14,3,8,2
37,2025-10-16,3,10,3
37,2025-12-27,5,12,2
37,2026-01-02,4,1,1
37,2026-02-04,2,2,1
38,2024-03-25,0,3,3
38,2024-04-21,6,4,4
38,2024-04-24,2,4,3
38,2024-06-23,6,6,1
38,2024-07-13,5,7,3
38,2024-07-16,1,7,1
38,2024-07-18,3,7,2
38,2024-09-15,6,9,2
38,2024-10-11,4,10,4
38,2024-11-01,4,11,3
38,2025-01-27,0,1,3
