order_id,user_id,product_id,order_date,quantity
125,70,26,2025-02-21,2
126,397,5,2024-04-22,1
127,117,66,2025-10-22,2
128,340,100,2025-12-02,3
129,391,73,2024-04-25,2
130,69,110,2025-01-22,3
131,205,3,2026-01-23,1
132,316,76,2025-07-23,2
133,283,87,2025-04-02,1
134,335,48,2024-05-26,3
135,319,129,2025-10-01,1
136,382,144,2026-01-28,2
137,56,167,2024-11-20,3
138,248,170,2024-07-12,1
139,109,135,2025-12-28,2
140,497,198,2025-02-27,1
141,326,189,2025-03-18,2
142,162,9,2026-01-25,3
143,285,83,2025-04-26,1
144,126,132,2024-03-29,3
145,227,8,2024-11-16,4
146,356,109,2024-11-03,1
147,357,179,2025-05-23,2
148,117,188,2025-06-07,1
149,430,180,2024-05-07,4
150,464,172,2025-05-09,3
151,262,67,2024-06-25,3
152,52,96,2024-11-18,2
153,82,107,2024-11-08,3
154,227,38,2025-02-21,3
155,323,29,2024-09-13,2
156,500,95,2025-07-16,4
157,32,47,2025-04-02,4
158,86,153,2024-05-21,2
159,214,11,2024-04-27,1
160,456,29,2024-04-18,1
161,412,98,2024-06-07,1
162,15,20,2025-12-16,3
163,125,169,2025-03-09,1
164,22,76,2024-04-06,1
165,365,61,2025-10-28,3
166,232,155,2025-06-04,1
167,274,161,2025-07-22,4
168,350,127,2026-03-08,1
169,463,86,2025-06-05,3
170,253,9,2024-08-31,1
171,53,12,2024-04-22,2
172,311,103,2025-04-02,2
173,100,168,2024-04-27,4
174,106,129,2025-05-16,3
175,133,116,2024-09-03,3
176,405,145,2024-07-09,3
177,163,135,2026-02-05,1
178,477,5,2024-06-25,1
179,446,153,2024-04-25,2
180,172,52,2024-11-17,4
181,14,169,2025-05-15,1
182,496,123,2024-05-28,1
183,27,41,2026-02-22,3
184,11,26,2025-12-17,3
185,460,46,2025-10-29,1
186,186,100,2024-04-10,4
187,276,171,2025-07-21,4
188,198,96,2025-11-14,3
189,39,54,2025-10-20,1
190,245,46,2024-09-25,4
191,72,75,2024-10-14,2
192,379,147,2024-11-01,3
193,71,132,2024-12-28,4
194,379,47,2024-06-14,3
195,199,39,2025-07-16,2
196,156,132,2024-09-17,1
197,312,184,2024-04-13,1
198,348,144,2024-10-20,2
199,155,147,2025-08-22,1
200,250,107,2024-07-21,4
201,326,185,2025-10-16,2
202,335,13,2024-04-04,1
203,384,118,2026-02-05,3
204,32,55,2025-07-30,3
205,488,117,2025-02-01,1
206,49,53,2024-05-15,4
207,305,175,2024-09-18,2
208,480,193,2025-11-30,4
209,334,21,2024-07-29,3
210,493,42,2024-04-28,2
211,400,137,2025-08-04,4
212,206,179,2025-05-30,2
213,167,156,2025-01-19,2
214,44,66,2025-08-08,3
215,141,28,2024-03-14,2
216,108,31,2024-04-14,4
217,175,189,2025-07-11,2
218,355,156,2024-06-14,4
219,428,177,2024-03-11,1
220,94,163,2025-07-01,2
221,497,32,2025-09-24,3
222,322,104,2024-04-28,3
223,221,143,2025-01-26,3
224,420,181,2025-02-16,1
225,334,189,2025-12-12,3
226,68,159,2024-12-31,3
227,106,138,2025-07-29,2
228,418,166,2024-12-24,3
229,391,31,2024-04-01,4
230,400,131,2024-08-13,3
231,488,141,2026-03-09,2
232,204,107,2024-07-24,1
233,468,129,2026-02-26,1
234,68,157,2024-05-18,1
235,240,81,2025-07-18,3
236,359,155,2026-01-11,3
237,80,92,2024-12-03,4
238,29,158,2024-10-06,4
239,299,134,2025-12-09,1
240,252,157,2024-11-07,3
241,85,128,2024-05-09,4
242,169,96,2025-10-28,2
243,459,80,2025-04-13,3
244,119,119,2024-04-28,2
245,43,145,2024-11-18,2
246,45,119,2025-08-28,1
247,357,13,2024-06-03,2
248,475,15,2024-03-18,3
249,59,78,2025-11-08,2
250,55,160,2024-07-14,4
251,428,3,2026-01-28,3
252,463,186,2025-08-07,3
253,282,161,2025-06-23,2
254,156,98,2024-07-09,3
255,115,106,2025-10-03,1
256,62,185,2025-07-13,2
257,115,144,2024-06-09,1
258,163,32,2024-11-08,4
259,3,141,2025-02-26,4
260,430,45,2024-10-16,3
261,472,15,2024-10-19,3
262,401,167,2024-04-02,1
263,383,100,2025-05-26,2
264,267,160,2025-06-27,1
265,253,164,2024-10-13,1
266,44,42,2025-04-29,2
267,159,124,2025-10-29,1
268,350,25,2024-04-23,2
269,491,88,2024-09-10,1
270,172,35,2024-12-31,1
271,185,83,2024-11-29,3
272,474,130,2025-10-15,1
273,459,186,2025-03-09,2
274,161,11,2025-02-20,1
275,219,150,2024-07-09,2
276,142,174,2024-09-16,3
277,485,60,2025-01-28,4
278,168,130,2024-03-18,3
279,397,155,2025-07-03,1
280,353,35,2024-09-28,2
281,414,41,2026-01-02,3
282,417,189,2024-05-04,3
283,281,5,2024-10-24,4
284,197,105,2024-09-23,1
285,149,191,2025-05-11,3
286,475,168,2025-08-02,1
287,384,85,2026-01-14,1
288,279,76,2025-11-24,2
289,250,130,2025-06-01,4
290,391,73,2025-08-09,3
291,249,52,2024-06-02,4
292,247,131,2025-01-25,3
293,471,177,2026-02-12,2
294,341,90,2025-05-23,2
295,166,49,2025-03-08,2
296,150,50,2025-12-03,2
297,385,51,2024-12-07,3
298,469,48,2024-06-24,4
299,138,73,2024-11-24,2
300,266,37,2025-05-12,3
301,112,159,2025-05-30,1
302,338,71,2024-07-07,3
303,72,187,2025-08-07,4
304,198,34,2025-12-27,1
305,273,86,2024-09-19,2
306,429,33,2025-02-22,3
307,297,8,2025-12-04,4
308,382,163,2025-04-01,4
309,207,115,2025-10-21,4
310,129,7,2025-06-25,3
311,256,80,2025-08-24,2
312,436,136,2024-11-13,2
313,475,43,2025-09-24,3
314,435,77,2025-02-12,1
315,359,188,2026-01-04,2
316,336,21,2024-05-19,2
317,139,162,2024-07-20,1
318,417,56,2024-06-27,4
319,335,177,2025-05-28,3
320,423,177,2024-06-12,4
321,22,55,2024-05-08,2
322,475,53,2024-07-18,3
323,342,195,2025-05-26,4
324,253,155,2024-12-19,4
325,169,176,2025-09-07,4
326,209,191,2026-01-11,1
327,427,19,2025-02-20,4
328,210,166,2025-11-12,3
329,334,159,2024-07-21,4
330,343,128,2025-12-22,2
331,303,14,2024-12-12,3
332,439,26,2025-05-27,2
333,156,149,2025-06-06,2
334,397,150,2025-07-01,4
335,386,55,2026-03-04,1
336,79,169,2025-01-23,4
337,472,100,2025-03-13,3
338,362,142,2024-05-29,2
339,422,53,2026-02-24,2
340,74,110,2026-01-31,1
341,188,94,2026-01-05,3
342,445,3,2025-02-19,4
343,390,144,2025-09-18,1
344,140,175,2024-03-10,4
345,115,125,2026-03-07,4
346,366,121,2024-07-29,2
347,341,182,2024-06-01,2
348,222,129,2025-10-08,4
349,148,169,2026-01-01,3
350,220,166,2024-08-08,1
351,200,113,2024-03-12,4
352,248,30,2025-02-01,2
353,56,56,2024-05-10,2
354,188,15,2024-03-19,2
355,249,151,2025-06-06,1
356,361,9,2024-05-08,1
357,181,1,2024-05-05,1
358,49,181,2025-08-28,4
359,459,131,2026-03-05,2
360,201,52,2025-05-26,3
361,352,147,2025-01-29,4
362,437,122,2025-04-18,2
363,460,134,2025-05-01,2
364,262,1,2024-12-29,4
365,57,52,2024-06-15,2
366,53,108,2025-01-18,2
367,73,151,2026-02-24,3
368,269,19,2026-02-01,2
369,437,43,2025-04-14,1
370,388,188,2025-03-19,4
371,358,168,2024-10-15,2
372,239,166,2024-06-12,3
373,407,46,2025-06-23,1
374,85,176,2025-03-08,2
375,446,117,2024-10-15,2
376,146,47,2024-07-31,3
377,318,88,2025-05-16,3
378,458,198,2026-01-14,4
379,24,189,2024-10-10,1
380,160,126,2025-12-21,4
381,303,95,2025-05-18,2
382,430,36,2026-02-07,4
383,13,149,2025-07-26,1
384,60,80,2024-08-27,4
385,9,143,2024-07-13,2
386,84,17,2026-01-10,2
387,248,79,2025-08-24,1
388,489,122,2025-08-02,1
389,200,29,2024-11-28,1
390,46,20,2024-07-23,1
391,122,55,2026-03-10,1
392,60,47,2024-03-16,3
393,480,70,2025-03-16,1
394,252,119,2025-11-15,3
395,91,43,2025-08-10,4
396,279,77,2026-01-05,2
397,190,146,2024-09-26,3
398,247,41,2025-03-22,3
399,336,49,2026-02-13,2
400,427,111,2024-07-27,4
401,438,159,2026-02-08,3
402,194,5,2024-05-24,3
403,468,193,2025-05-05,2
404,283,153,2026-01-26,4
405,476,9,2024-11-10,1
406,466,107,2024-10-30,2
407,363,191,2024-09-21,4
408,341,23,2024-04-24,3
409,229,21,2024-06-30,1
410,318,9,2025-07-31,3
411,456,152,2024-06-20,2
412,308,168,2025-10-11,1
413,4,22,2024-05-13,3
414,304,53,2025-08-13,1
415,191,195,2025-06-10,1
416,391,144,2025-06-08,3
417,109,20,2025-12-31,4
418,361,126,2025-12-03,4
419,388,116,2026-03-10,4
420,267,63,2025-03-27,2
421,316,38,2025-02-23,4
422,307,82,2024-12-12,4
423,356,119,2024-03-31,3
424,211,184,2025-09-13,4
425,223,199,2025-02-24,4
426,84,195,2026-01-22,1
427,453,118,2024-12-08,4
428,102,94,2025-08-19,1
429,116,111,2024-07-04,4
430,401,64,2025-05-04,4
431,395,135,2025-02-14,4
432,97,84,2025-09-18,4
433,190,154,2026-02-21,1
434,90,184,2024-05-23,4
435,261,12,2025-09-17,3
436,47,142,2026-03-05,1
437,160,161,2025-06-09,3
438,346,182,2024-06-17,2
439,493,176,2025-02-01,3
440,105,121,2024-08-16,1
441,159,31,2025-05-02,4
442,7,7,2024-08-29,3
443,130,185,2026-02-02,1
444,411,29,2025-07-03,3
445,268,10,2025-08-15,4
446,178,79,2025-09-08,1
447,267,101,2025-01-06,4
448,82,182,2025-03-19,1
449,49,32,2025-09-29,3
450,93,3,2025-07-27,2
451,130,53,2024-06-21,1
452,484,102,2025-08-21,2
453,164,194,2025-02-18,1
454,127,45,2026-02-08,2
455,256,123,2024-06-21,3
456,190,195,2026-01-31,4
457,131,9,2025-12-11,2
458,378,186,2024-11-18,4
459,376,46,2025-03-26,2
460,274,36,2025-01-11,1
461,411,128,2025-04-19,4
462,54,61,2024-08-02,3
463,472,94,2025-06-21,1
464,383,56,2025-09-06,4
465,498,93,2024-04-15,2
466,427,82,2025-10-23,4
467,471,26,2025-01-31,3
468,106,183,2024-08-11,2
469,186,48,2024-03-16,4
470,263,49,2024-12-17,1
471,11,75,2025-05-08,4
472,142,33,2025-04-03,1
473,335,188,2025-02-03,2
474,155,137,2026-01-08,1
475,336,79,2024-05-16,4
476,219,163,2024-08-13,3
477,347,127,2024-09-04,2
478,396,169,2024-04-01,4
479,283,43,2025-08-12,2
480,416,70,2024-11-17,3
481,356,183,2026-02-19,1
482,306,119,2024-12-30,1
483,276,144,2025-03-05,3
484,108,163,2026-01-04,1
485,106,60,2025-10-28,4
486,440,128,2025-06-01,3
487,415,13,2025-07-13,3
488,357,36,2024-05-24,3
489,151,6,2025-10-22,2
490,326,49,2025-05-23,4
491,158,198,2025-03-23,3
492,176,60,2025-11-13,2
493,96,123,2025-08-29,4
494,423,44,2024-07-23,3
495,493,28,2025-04-21,3
496,495,188,2024-12-16,2
497,381,13,2024-07-04,4
498,54,69,2025-12-15,1
499,61,166,2025-04-11,1
500,77,109,2025-08-23,1
501,480,30,2025-11-07,2
502,315,164,2025-07-28,2
503,400,93,2024-12-07,3
504,131,199,2026-02-25,4
505,337,10,2025-04-11,1
506,250,71,2025-02-11,1
507,216,91,2025-10-30,3
508,320,72,2025-12-23,3
509,422,30,2025-08-05,3
510,339,31,2024-10-05,2
511,179,154,2024-05-17,1
512,433,199,2024-04-14,2
513,336,34,2024-04-11,2
514,219,192,2025-01-16,3
515,218,118,2024-05-06,1
516,241,160,2025-05-05,1
517,23,137,2026-02-01,2
518,35,132,2025-03-27,1
519,57,112,2024-06-08,2
520,465,56,2025-09-16,2
521,346,16,2025-09-06,2
522,193,157,2025-09-26,4
523,37,186,2025-01-28,4
524,269,132,2025-04-06,4
525,294,138,2025-12-08,4
526,34,38,2024-10-11,4
527,187,12,2026-01-14,3
528,140,9,2024-05-13,4
529,115,2,2025-02-13,2
530,95,176,2026-02-18,1
531,64,68,2024-03-21,2
532,67,106,2024-07-25,2
533,498,164,2026-01-11,2
534,353,37,2024-09-29,1
535,156,106,2025-08-06,1
536,472,54,2025-05-24,1
537,430,167,2024-07-26,1
538,140,44,2026-03-07,2
539,57,97,2024-05-22,2
540,340,117,2026-02-16,3
541,294,190,2025-08-14,3
542,314,94,2026-01-08,4
543,169,11,2024-05-25,3
544,57,3,2024-10-19,3
545,369,141,2025-02-08,4
546,78,2,2024-08-19,2
547,196,183,2026-03-01,3
548,208,54,2024-12-07,4
549,156,108,2025-04-01,4
550,248,135,2025-03-30,4
551,160,184,2024-10-26,1
552,450,25,2024-12-01,2
553,483,103,2025-05-04,1
554,316,96,2025-12-08,1
555,164,98,2024-03-27,1
556,327,110,2026-02-28,2
557,51,31,2025-01-14,3
558,407,30,2024-10-04,4
559,36,199,2025-06-19,2
560,126,77,2024-12-28,1
561,403,85,2025-04-24,1
562,342,171,2024-12-18,4
563,125,45,2024-05-31,2
564,65,196,2025-01-15,2
565,144,91,2024-06-10,4
566,127,86,2024-09-02,1
567,416,36,2025-08-15,4
568,374,35,2024-04-15,2
569,287,66,2024-11-25,3
570,137,86,2026-01-19,1
571,194,154,2024-07-26,2
572,82,24,2024-07-29,4
573,179,51,2026-03-07,1
574,192,130,2024-10-20,2
575,294,161,2024-03-22,3
576,60,189,2025-05-12,3
577,300,44,2025-12-02,4
578,292,158,2025-05-15,1
579,22,131,2024-08-07,1
580,186,181,2025-03-28,4
581,304,154,2025-10-15,3
582,266,106,2025-08-24,4
583,193,128,2025-09-22,1
584,488,125,2025-07-07,1
585,399,192,2025-10-19,1
586,340,76,2025-05-12,1
587,364,7,2024-08-01,4
588,398,185,2025-08-09,2
589,287,101,2024-06-04,1
590,419,131,2024-04-20,4
591,447,109,2024-07-13,3
592,140,82,2025-06-11,1
593,250,80,2025-07-17,3
594,226,12,2024-10-14,4
595,22,6,2025-04-06,4
596,82,45,2024-09-16,4
597,360,190,2026-02-10,1
598,335,160,2025-12-29,1
599,155,46,2024-07-01,1
600,255,105,2025-12-23,1
601,367,162,2024-04-17,3
602,440,66,2025-03-25,2
603,272,143,2025-09-10,3
604,483,53,2024-04-23,2
605,463,155,2026-02-03,4
606,91,141,2025-01-10,4
607,173,6,2025-08-15,1
608,255,11,2025-06-19,1
609,75,149,2024-10-17,3
610,106,8,2024-04-07,3
611,151,22,2025-07-03,2
612,50,25,2024-04-29,2
613,8,122,2024-12-18,3
614,30,98,2024-04-06,4
615,131,116,2024-06-15,3
616,389,99,2025-04-29,3
617,332,99,2025-09-03,2
618,46,110,2024-09-18,3
619,346,81,2025-04-05,4
620,82,11,2026-03-01,2
621,383,97,2024-03-14,2
622,189,56,2026-02-04,3
623,232,27,2024-04-18,1
624,277,99,2024-09-09,2
625,135,18,2024-08-25,4
626,356,123,2026-03-04,1
627,374,177,2026-01-30,4
628,185,144,2025-01-15,1
629,274,55,2025-10-31,2
630,491,70,2026-01-14,2
631,231,2,2024-05-29,2
632,288,21,2026-02-21,1
633,114,177,2025-12-05,2
634,53,194,2024-06-25,4
635,400,98,2025-06-28,2
636,470,165,2024-08-06,3
637,343,77,2024-10-10,1
638,58,89,2025-03-24,2
639,409,17,2024-11-19,4
640,192,162,2025-10-03,1
641,367,45,2026-02-26,1
642,361,79,2025-03-22,4
643,98,40,2026-01-06,1
644,383,13,2026-03-07,4
645,259,91,2024-09-01,1
646,497,198,2025-01-14,4
647,432,88,2025-10-01,3
648,157,96,2025-01-24,3
649,383,181,2024-06-14,2
650,197,196,2024-05-14,1
651,399,31,2025-04-07,2
652,294,77,2024-03-12,1
653,489,96,2025-11-28,2
654,392,36,2025-05-09,2
655,29,13,2026-01-01,3
656,423,112,2025-09-22,4
657,207,111,2025-12-06,3
658,146,63,2024-11-26,2
659,135,175,2024-03-30,2
660,9,69,2024-11-01,3
661,426,116,2024-09-06,3
662,28,71,2026-03-09,4
663,100,149,2024-07-21,4
664,231,196,2025-05-09,1
665,337,64,2025-01-19,1
666,104,78,2025-04-26,2
667,500,113,2025-07-30,1
668,56,36,2024-07-17,4
669,362,9,2024-12-14,3
670,202,47,2024-04-02,3
671,65,151,2024-09-24,3
672,443,117,2024-06-22,1
673,251,34,2025-03-20,1
674,81,8,2026-01-10,4
675,296,123,2024-09-26,4
676,39,171,2025-10-22,2
677,124,173,2025-05-14,4
678,435,104,2025-12-28,3
679,307,99,2025-04-14,4
680,255,88,2024-09-14,4
681,208,13,2025-09-06,1
682,105,45,2024-11-12,3
683,329,182,2025-10-14,2
684,183,180,2024-04-01,2
685,296,89,2025-09-20,1
686,352,12,2025-05-07,4
687,149,71,2024-06-13,1
688,355,35,2025-05-20,3
689,404,26,2024-04-21,1
690,320,135,2025-08-17,3
691,207,15,2024-10-10,2
692,349,192,2026-03-09,2
693,16,146,2024-07-22,1
694,112,45,2025-05-23,4
695,489,60,2025-03-17,2
696,40,186,2024-09-22,1
697,322,50,2024-06-20,4
698,17,171,2025-11-04,3
699,320,83,2024-12-23,3
700,463,100,2024-05-28,3
701,220,174,2025-12-09,2
702,315,156,2024-06-28,2
703,339,98,2026-02-25,4
704,175,107,2024-04-29,3
705,364,4,2024-10-11,2
706,78,98,2025-11-10,2
707,80,49,2024-05-18,4
708,191,4,2024-06-19,4
709,108,29,2024-04-06,3
710,358,128,2025-06-30,3
711,243,60,2024-07-30,1
712,57,121,2025-07-26,1
713,291,200,2026-02-15,4
714,30,3,2024-04-09,3
715,7,53,2025-12-28,1
716,414,15,2024-12-16,3
717,23,16,2024-10-30,1
718,47,114,2024-11-01,3
719,239,185,2026-01-08,2
720,140,187,2025-07-22,3
721,103,140,2024-08-29,1
722,63,120,2025-02-14,2
723,399,47,2024-10-27,3
724,29,127,2024-12-12,1
725,188,96,2025-01-15,1
726,179,31,2024-05-23,3
727,297,79,2024-07-07,2
728,224,174,2024-05-03,1
729,487,176,2025-12-18,3
730,323,178,2025-03-26,4
731,320,95,2026-02-23,2
732,350,25,2024-09-08,2
733,81,106,2025-07-18,4
734,113,190,2024-07-03,4
735,144,14,2025-06-01,2
736,141,88,2024-06-08,2
737,347,57,2025-09-25,1
738,280,37,2024-03-12,2
739,351,10,2024-07-11,1
740,225,68,2024-08-07,4
741,318,198,2024-08-11,1
742,259,117,2025-12-13,1
743,498,188,2026-03-02,2
744,211,65,2025-06-03,2
745,205,126,2025-11-03,2
746,26,80,2025-01-29,4
747,138,67,2025-10-25,2
748,269,95,2025-11-22,3
749,358,83,2025-03-27,1
750,41,18,2025-11-26,4
751,41,38,2025-05-08,2
752,210,13,2025-10-04,4
753,465,5,2025-12-03,4
754,446,169,2025-03-30,1
755,11,62,2025-10-15,2
756,126,181,2024-10-16,4
757,401,23,2024-05-10,3
758,207,117,2024-09-08,3
759,426,87,2024-09-14,3
760,166,2,2025-04-01,4
761,210,183,2024-12-14,2
762,394,11,2025-03-28,2
763,262,181,2025-10-27,4
764,357,169,2024-09-01,4
765,393,54,2025-08-28,3
766,204,109,2025-09-02,1
767,285,59,2024-08-09,3
768,257,10,2024-09-28,2
769,330,194,2025-12-10,2
770,415,179,2024-04-01,1
771,497,144,2025-06-29,2
772,190,85,2025-06-08,4
773,261,42,2024-11-10,2
774,146,181,2025-08-19,3
775,138,41,2024-03-13,2
776,35,106,2024-10-31,2
777,304,125,2024-12-26,1
778,285,173,2025-05-16,2
779,381,95,2025-01-19,1
780,51,127,2025-11-08,3
781,361,198,2025-01-02,1
782,276,66,2025-07-30,3
783,339,97,2025-12-03,3
784,429,100,2024-05-07,3
785,281,129,2024-04-01,4
786,445,77,2025-07-04,3
787,485,127,2026-02-22,4
788,281,186,2024-10-08,2
789,236,180,2025-04-04,4
790,60,187,2025-07-11,1
791,121,41,2024-09-05,3
792,488,65,2025-04-29,3
793,87,98,2024-11-28,3
794,22,126,2025-10-30,4
795,165,124,2024-05-09,1
796,400,116,2024-06-13,1
797,243,194,2025-11-12,1
798,345,78,2024-06-30,1
799,184,150,2024-08-17,1
800,232,156,2024-06-16,1
801,26,164,2025-06-28,4
802,26,172,2025-04-29,1
803,85,48,2024-09-22,1
804,349,181,2025-11-05,2
805,233,17,2025-08-19,1
806,457,182,2026-01-16,2
807,325,189,2025-12-16,1
808,205,135,2025-09-07,4
809,146,169,2025-04-13,3
810,134,8,2026-01-08,2
811,286,197,2024-07-09,3
812,481,182,2025-01-12,3
813,55,16,2026-02-09,1
814,359,122,2026-02-17,1
815,454,152,2024-11-17,2
816,140,73,2026-01-25,1
817,279,152,2026-01-03,4
818,477,109,2026-02-12,2
819,177,116,2024-03-13,3
820,324,194,2024-11-24,1
821,187,26,2025-07-23,4
822,472,62,2025-06-16,2
823,212,127,2025-08-15,2
824,70,87,2025-01-11,3
825,212,15,2025-09-29,3
826,203,116,2025-04-02,2
827,23,69,2024-08-24,1
828,253,13,2024-03-21,3
829,85,180,2025-06-07,2
830,359,178,2025-06-30,1
831,9,85,2025-05-03,2
832,402,18,2025-11-23,2
833,87,10,2025-03-04,1
834,288,57,2024-12-17,2
835,320,53,2024-10-17,3
836,375,159,2024-11-02,2
837,114,63,2024-10-22,4
838,110,18,2025-02-11,3
839,482,114,2024-08-15,1
840,63,85,2025-03-12,1
841,257,22,2025-06-17,3
842,462,101,2025-04-11,2
843,306,34,2024-10-19,3
844,240,58,2025-02-02,3
845,219,145,2025-04-11,1
846,316,160,2024-06-17,2
847,147,70,2025-08-24,1
848,423,125,2025-03-24,1
849,53,125,2024-10-31,1
850,162,55,2025-07-11,3
851,401,89,2025-07-03,3
852,442,31,2024-07-09,1
853,122,72,2025-05-06,1
854,380,170,2024-06-14,2
855,241,155,2025-02-23,4
856,235,103,2025-10-23,2
857,434,27,2025-11-16,4
858,138,198,2024-04-10,2
859,494,10,2025-07-24,4
860,399,86,2025-06-02,2
861,387,60,2024-10-14,1
862,328,171,2024-08-09,4
863,169,4,2025-11-04,4
864,195,19,2024-04-16,4
865,336,141,2025-12-14,2
866,314,15,2025-04-17,3
867,193,53,2025-09-13,4
868,158,26,2024-09-22,1
869,265,150,2025-06-18,4
870,113,189,2025-09-15,3
871,151,15,2024-06-18,4
872,342,54,2025-09-30,3
873,400,138,2025-07-29,4
874,394,23,2024-04-27,4
875,33,10,2025-04-02,2
876,191,29,2024-09-10,2
877,209,43,2025-07-17,4
878,165,50,2025-05-29,4
879,184,120,2025-07-15,2
880,309,174,2026-01-15,2
881,261,86,2026-02-25,2
882,75,146,2024-11-19,4
883,266,99,2025-08-16,1
884,20,31,2024-11-26,2
885,49,15,2024-05-07,1
886,380,166,2025-10-01,1
887,384,94,2025-03-01,3
888,483,33,2024-08-27,3
889,169,51,2024-06-03,3
890,100,35,2024-12-22,2
891,209,86,2025-08-21,1
892,133,31,2025-06-19,1
893,320,158,2024-07-03,3
894,110,5,2025-01-22,2
895,494,54,2026-01-30,1
896,187,31,2024-12-24,4
897,72,175,2026-02-02,2
898,44,36,2024-08-09,2
899,103,184,2024-12-07,4
900,434,6,2025-11-03,4
901,198,73,2024-07-02,3
902,128,12,2024-04-28,3
903,329,102,2024-03-15,2
904,89,167,2024-07-11,1
905,392,102,2025-10-05,1
906,409,116,2025-11-21,4
907,252,134,2024-12-21,3
908,441,18,2025-07-28,4
909,65,142,2025-09-12,4
910,358,77,2024-03-19,2
911,253,121,2026-02-28,2
912,228,17,2024-04-17,2
913,259,168,2026-03-04,2
914,322,69,2024-05-03,4
915,373,131,2024-07-13,3
916,310,50,2025-05-15,2
917,283,150,2025-12-27,1
918,276,111,2025-02-15,3
919,398,186,2025-03-19,2
920,238,30,2024-03-25,2
921,117,11,2025-12-25,2
922,103,149,2026-03-09,4
923,381,23,2025-09-09,2
924,57,35,2024-12-05,1
925,146,13,2024-11-07,1
926,313,95,2025-08-13,1
927,478,141,2024-08-06,4
928,358,91,2025-06-08,4
929,25,168,2024-11-14,2
930,201,157,2024-07-06,2
